defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,month,week,day_of_week
967,81,functional,13-03-2024,Internal,Moderate,Manual Testing,610.75,3,11,Wednesday
968,92,structural,03-03-2024,Internal,Moderate,Visual Inspection,523.61,3,9,Sunday
969,6,structural,15-03-2024,Surface,Minor,Manual Testing,945.17,3,11,Friday
970,33,structural,28-01-2024,Internal,Minor,Visual Inspection,708.97,1,4,Sunday
971,50,cosmetic,07-04-2024,Component,Minor,Automated Testing,309.87,4,14,Sunday
972,97,cosmetic,04-01-2024,Surface,Critical,Manual Testing,565.48,1,1,Thursday
973,14,structural,14-06-2024,Surface,Critical,Automated Testing,859.52,6,24,Friday
974,39,cosmetic,21-01-2024,Internal,Critical,Manual Testing,140.02,1,3,Sunday
975,3,functional,01-01-2024,Component,Moderate,Automated Testing,626.35,1,1,Monday
976,79,cosmetic,18-05-2024,Component,Moderate,Visual Inspection,807.32,5,20,Saturday
977,96,structural,08-06-2024,Internal,Critical,Automated Testing,888.55,6,23,Saturday
978,57,functional,29-01-2024,Component,Moderate,Automated Testing,440.85,1,5,Monday
979,1,functional,11-01-2024,Internal,Critical,Manual Testing,652.97,1,2,Thursday
980,39,functional,29-02-2024,Internal,Moderate,Visual Inspection,725.44,2,9,Thursday
981,75,cosmetic,16-01-2024,Internal,Minor,Manual Testing,843.66,1,3,Tuesday
982,9,cosmetic,15-03-2024,Component,Moderate,Visual Inspection,611.8,3,11,Friday
983,76,functional,16-05-2024,Surface,Moderate,Automated Testing,712.12,5,20,Thursday
984,43,functional,22-06-2024,Internal,Critical,Manual Testing,941.33,6,25,Saturday
985,99,functional,02-02-2024,Internal,Critical,Automated Testing,112.15,2,5,Friday
986,47,structural,08-02-2024,Internal,Moderate,Automated Testing,284.7,2,6,Thursday
987,26,cosmetic,22-05-2024,Internal,Minor,Visual Inspection,694.09,5,21,Wednesday
988,50,cosmetic,05-02-2024,Surface,Moderate,Automated Testing,102.98,2,6,Monday
989,11,cosmetic,01-01-2024,Component,Critical,Visual Inspection,398.32,1,1,Monday
990,45,cosmetic,11-06-2024,Component,Critical,Manual Testing,576.07,6,24,Tuesday
991,10,cosmetic,08-06-2024,Internal,Minor,Visual Inspection,51.79,6,23,Saturday
992,7,cosmetic,25-01-2024,Internal,Critical,Visual Inspection,426.31,1,4,Thursday
993,83,functional,14-03-2024,Internal,Critical,Manual Testing,808.65,3,11,Thursday
994,77,cosmetic,11-02-2024,Component,Minor,Visual Inspection,970.37,2,6,Sunday
995,41,cosmetic,28-01-2024,Internal,Moderate,Automated Testing,67.54,1,4,Sunday
996,25,structural,01-03-2024,Component,Minor,Automated Testing,813.14,3,9,Friday
997,23,functional,21-03-2024,Component,Moderate,Automated Testing,944.07,3,12,Thursday
998,17,structural,16-01-2024,Component,Minor,Automated Testing,401.12,1,3,Tuesday
999,96,cosmetic,21-06-2024,Internal,Moderate,Manual Testing,775.63,6,25,Friday
1000,1,cosmetic,23-03-2024,Component,Minor,Visual Inspection,963.4,3,12,Saturday
